Local_ID,Node_ID,OSM_ID,Longitude,Latitude,Degree,Node_Type,Neighbor_Count,lighting,elevation,greenery,crime,Connected_Local_IDs,Connected_Node_IDs
207,41433506,41433506,-3.534482,50.723704,2,Through,1,0.66,0.19,0.23,0.69,209,41434224
208,41433507,41433507,-3.537102,50.725077,6,6-way Junction,3,0.01,0.33,0.95,0,"82, 86, 1307","34919828, 34919992, 9060281966"
209,41434224,41434224,-3.53483,50.723858,6,6-way Junction,3,0.16,0.86,0.52,0.43,"886, 207, 902","293147522, 41433506, 304664386"
210,41434676,41434676,-3.53437,50.723586,6,6-way Junction,4,0.55,0.21,0.78,0.53,"89, 1020, 86, 251","34920014, 795238615, 34919992, 59615209"
211,41436223,41436223,-3.528933,50.725224,6,6-way Junction,3,0.69,0.07,0.51,0.09,"322, 212, 215","62142185, 41436787, 41437050"
212,41436787,41436787,-3.52916,50.725297,6,6-way Junction,3,0.65,0.07,0,0.21,"213, 211, 214","41436789, 41436223, 41437044"
213,41436789,41436789,-3.529717,50.725142,2,Through,1,0.22,0.94,0.68,0.52,212,41436787
214,41437044,41437044,-3.529518,50.725637,6,6-way Junction,3,0.71,0.51,0.95,0.7,"215, 212, 1185","41437050, 41436787, 2402763382"
215,41437050,41437050,-3.528888,50.725292,6,6-way Junction,3,0.24,0.41,0.59,0.71,"214, 211, 216","41437044, 41436223, 41437537"
216,41437537,41437537,-3.527911,50.725812,6,6-way Junction,3,0.33,0.81,0.85,0.45,"122, 215, 93","36670781, 41437050, 34920980"
217,41438275,41438275,-3.527005,50.727087,5,5-way Junction,2,0.75,0.84,0.92,0.53,"1060, 317","1479619192, 59996816"
218,41438280,41438280,-3.525573,50.727191,3,3-way Junction,2,0.65,0.33,0.21,0.24,"874, 1166","292262646, 2268591156"
219,41440870,41440870,-3.520693,50.728518,3,3-way Junction,1,0.85,0.69,0.23,0.49,1033,1011324887
220,41440871,41440871,-3.520286,50.728762,3,3-way Junction,1,0.66,0.77,0.64,0.31,138,38503719
221,41440872,41440872,-3.520445,50.72896,3,3-way Junction,2,0.57,0.65,0.43,0.06,"337, 220","62156161, 41440871"
222,41441797,41441797,-3.520853,50.728979,3,3-way Junction,2,0.09,0.15,0.81,0.6,"938, 878","388337702, 292265099"
223,41443389,41443389,-3.521055,50.728802,3,3-way Junction,1,0.37,0.88,0.94,0.41,876,292264559
224,41449742,41449742,-3.525669,50.720345,2,Through,1,0.27,0.54,0.36,0.28,176,41421980
225,41450012,41450012,-3.525455,50.720438,6,6-way Junction,3,0.24,0.28,0.22,0.85,"226, 59, 227","41450016, 34918049, 41450208"
226,41450016,41450016,-3.52459,50.720828,2,Through,1,0.97,0.43,0.77,0,225,41450012
227,41450208,41450208,-3.526229,50.720351,6,6-way Junction,3,0.39,0.04,0.23,0.23,"176, 229, 225","41421980, 43752488, 41450012"
228,43747431,43747431,-3.527194,50.720087,3,3-way Junction,1,0.89,0.13,0.79,0,402,106201210
229,43752488,43752488,-3.526976,50.720282,4,4-way Junction,2,0.63,0.77,0.45,0.63,"227, 228","41450208, 43747431"
230,43760429,43760429,-3.524792,50.720018,2,Through,1,0.79,0,0.62,0.52,243,54178180
231,54169357,54169357,-3.511937,50.724129,6,6-way Junction,3,0.5,0.42,0.09,0.25,"267, 269, 32","59742804, 59742827, 21761687"
232,54169580,54169580,-3.515227,50.721255,6,6-way Junction,3,0.58,0.52,0.63,0.53,"1316, 951, 1086","10542140863, 451848652, 1625285083"
233,54172100,54172100,-3.521404,50.720482,4,4-way Junction,2,0.49,0.05,0.41,0.28,"234, 236","54172101, 54176809"
234,54172101,54172101,-3.520798,50.720334,6,6-way Junction,3,0.2,0.97,0.63,0.67,"233, 1274, 235","54172100, 5058210664, 54173399"
235,54173399,54173399,-3.520723,50.720141,6,6-way Junction,2,0.72,0.23,0.14,0.33,"1274, 234","5058210664, 54172101"
236,54176809,54176809,-3.522007,50.719648,6,6-way Junction,2,0.28,0.3,0.72,0.3,"246, 115","54182272, 36667222"
237,54176822,54176822,-3.525676,50.718115,6,6-way Junction,3,0.02,0.3,0.84,0.84,"1178, 239, 240","2377090951, 54177881, 54178044"
238,54177878,54177878,-3.525502,50.718474,6,6-way Junction,3,0.65,0.23,0.19,0.13,"1178, 242, 239","2377090951, 54178178, 54177881"
239,54177881,54177881,-3.524282,50.718374,6,6-way Junction,3,0.18,0,0.05,0.08,"241, 237, 238","54178049, 54176822, 54177878"
240,54178044,54178044,-3.525815,50.717855,6,6-way Junction,3,0.94,0.73,0.05,0.44,"163, 157, 237","41413266, 41411783, 54176822"
241,54178049,54178049,-3.523713,50.718683,6,6-way Junction,3,0.95,0.97,0.69,0.76,"239, 245, 983","54177881, 54181636, 516688793"
242,54178178,54178178,-3.525422,50.718603,6,6-way Junction,3,0.91,0.22,0.58,0.18,"238, 983, 243","54177878, 516688793, 54178180"
243,54178180,54178180,-3.525368,50.719109,6,6-way Junction,3,0.37,0.66,0.56,0,"230, 242, 244","43760429, 54178178, 54178254"
244,54178254,54178254,-3.524278,50.719156,8,Complex,4,0.02,0.74,0.26,0.31,"983, 243, 1132, 94","516688793, 54178180, 2061501176, 36664788"
245,54181636,54181636,-3.522997,50.719025,6,6-way Junction,3,0.93,0.85,0.43,0.33,"1129, 987, 241","2061480931, 627988523, 54178049"
246,54182272,54182272,-3.522324,50.719484,6,6-way Junction,2,0.43,0.42,0.59,0.04,"236, 987","54176809, 627988523"
247,54182647,54182647,-3.5093,50.721753,6,6-way Junction,3,0.97,0.3,0.48,0.46,"1196, 248, 96","3021735727, 54182893, 36664795"
248,54182893,54182893,-3.509003,50.720054,4,4-way Junction,2,0.96,0.33,0.97,0.75,"1304, 247","8116566242, 54182647"
249,54212836,54212836,-3.531712,50.725022,2,Through,1,0.85,0.71,0.16,0.31,250,54212837
250,54212837,54212837,-3.532252,50.724821,4,4-way Junction,2,0.29,0.82,0.73,0.24,"249, 1020","54212836, 795238615"
251,59615209,59615209,-3.531332,50.721449,4,4-way Junction,2,0.39,0.18,0.37,0.3,"966, 187","495411516, 41426332"
252,59615210,59615210,-3.530817,50.721039,4,4-way Junction,2,0.85,0.37,0.42,0,"1257, 185","4538616673, 41425085"
253,59741722,59741722,-3.519966,50.724453,6,6-way Junction,3,0.32,0.9,0.76,0.76,"56, 1191, 67","34917448, 2767006763, 34918461"
254,59741821,59741821,-3.521437,50.725065,2,Through,1,0.17,0.81,0.72,0.32,972,497695502
255,59741872,59741872,-3.517568,50.732884,6,6-way Junction,3,0.56,0.98,1,0.2,"256, 274, 539","59742012, 59817428, 215290249"
256,59742012,59742012,-3.515769,50.733192,6,6-way Junction,3,0.94,0.75,0.15,0.51,"255, 881, 458","59741872, 292717606, 208495620"
257,59742102,59742102,-3.516245,50.734468,3,3-way Junction,1,0.7,0.39,0.09,0.33,1302,7815929648
258,59742106,59742106,-3.516391,50.734585,4,4-way Junction,2,0.57,0.59,0.73,0.49,"1299, 1040","7815929643, 1145401344"
259,59742170,59742170,-3.513763,50.729187,6,6-way Junction,3,0.1,0.66,0.59,0,"339, 137, 1189","62156752, 38503704, 2731183603"
260,59742245,59742245,-3.512914,50.725761,6,6-way Junction,3,0.62,0.08,0.23,0.69,"113, 451, 261","36666257, 208493285, 59742578"
261,59742578,59742578,-3.510623,50.726292,6,6-way Junction,3,0.99,0.54,0.08,0.78,"260, 452, 263","59742245, 208493289, 59742605"
262,59742587,59742587,-3.511354,50.725232,2,Through,1,0.14,0.71,0.11,0.62,263,59742605
263,59742605,59742605,-3.510971,50.725373,6,6-way Junction,3,0.52,0.17,0.86,0.79,"264, 262, 261","59742607, 59742587, 59742578"
264,59742607,59742607,-3.510588,50.724965,6,6-way Junction,3,0.88,0.78,0.22,0,"263, 267, 266","59742605, 59742804, 59742797"
265,59742796,59742796,-3.508598,50.72404,2,Through,1,0.74,0.58,0.33,0.33,1247,4149143501
266,59742797,59742797,-3.509138,50.724445,6,6-way Junction,3,0.7,0.95,0.27,0.47,"270, 1247, 264","59742841, 4149143501, 59742607"
267,59742804,59742804,-3.512231,50.724506,6,6-way Junction,3,0.7,0.04,0.31,0.44,"922, 264, 231","354956100, 59742607, 54169357"
268,59742826,59742826,-3.510407,50.724022,6,6-way Junction,3,0.36,0.27,0.05,0.34,"269, 1247, 270","59742827, 4149143501, 59742841"
269,59742827,59742827,-3.511572,50.723623,6,6-way Junction,3,0.29,0.6,0.53,0.24,"268, 1, 231","59742826, 21288403, 54169357"
270,59742841,59742841,-3.509762,50.72423,6,6-way Junction,3,0.81,0.3,0.05,0,"266, 1034, 268","59742797, 1038223371, 59742826"
271,59817376,59817376,-3.537998,50.729514,6,6-way Junction,3,0.81,0.71,0.82,0.19,"296, 91, 432","59995111, 34920940, 206126125"
272,59817390,59817390,-3.527454,50.727726,5,5-way Junction,2,0.87,0.76,0.26,0.01,"312, 1017","59996411, 760487643"
273,59817392,59817392,-3.526855,50.727577,5,5-way Junction,2,0.91,0.1,0.5,0.54,"317, 314","59996816, 59996735"
274,59817428,59817428,-3.516563,50.73445,4,4-way Junction,2,0.51,0.51,0.88,0.04,"1249, 255","4340461855, 59741872"
275,59817487,59817487,-3.527301,50.733345,6,6-way Junction,3,0.5,0.51,0.65,0,"632, 651, 657","260749881, 260756178, 260756497"
276,59817503,59817503,-3.53791,50.731998,6,6-way Junction,3,0.8,0.37,0.52,0.38,"790, 834, 277","277303633, 286500001, 59817505"
277,59817505,59817505,-3.539338,50.731421,6,6-way Junction,3,0.65,0.93,0.37,0.47,"589, 430, 276","255154421, 206126122, 59817503"
278,59817540,59817540,-3.527518,50.723282,2,Through,1,0.7,0.83,0.37,0.73,889,299022718
279,59817557,59817557,-3.526113,50.724411,3,3-way Junction,2,0.8,0.7,0.69,0.39,"123, 1216","36670916, 3518325224"
280,59817965,59817965,-3.546442,50.714872,6,6-way Junction,3,0.89,0.71,1,0.11,"784, 20, 484","272851459, 21761242, 208594537"
281,59817966,59817966,-3.54739,50.713453,6,6-way Junction,3,0.34,0.46,0.66,0.69,"743, 744, 740","266650866, 266651469, 266650859"
282,59993628,59993628,-3.526578,50.712388,2,Through,1,0.38,0.92,0.6,0.43,283,59993629
283,59993629,59993629,-3.527349,50.71201,6,6-way Junction,3,0.09,0.69,0.75,0,"282, 321, 320","59993628, 60457288, 60457246"
284,59993721,59993721,-3.526231,50.710895,4,4-way Junction,2,0.58,0.73,0.49,0.43,"321, 1157","60457288, 2128158944"
285,59993754,59993754,-3.526401,50.711884,2,Through,1,0.04,0.86,0.1,0.9,1156,2128158899
286,59994215,59994215,-3.534331,50.716442,6,6-way Junction,3,0.47,0.27,0.54,0.27,"459, 850, 290","208501007, 288323782, 59994405"
287,59994221,59994221,-3.533229,50.716122,6,6-way Junction,3,0.54,0.81,0.99,0.12,"1010, 843, 459","715990641, 288323365, 208501007"
288,59994224,59994224,-3.531818,50.714746,6,6-way Junction,3,0.29,0.2,0.14,0.08,"467, 992, 843","208506644, 639619693, 288323365"
289,59994395,59994395,-3.535982,50.717438,2,Through,1,0.59,0.35,0.67,0,1221,3629223070
290,59994405,59994405,-3.535437,50.716857,5,5-way Junction,3,0.03,0.34,0.18,0.41,"1208, 286, 1309","3079785614, 59994215, 9700194416"
291,59994978,59994978,-3.541619,50.73327,6,6-way Junction,3,0.04,0.98,0.58,0.54,"292, 597, 596","59994979, 255623655, 255623654"
292,59994979,59994979,-3.541546,50.7333,2,Through,1,0.82,0.86,0.13,0,291,59994978
293,59994985,59994985,-3.542843,50.732707,6,6-way Junction,3,0.36,0.7,0.47,0.84,"601, 599, 1273","255623676, 255623671, 4876722176"
294,59995104,59995104,-3.542078,50.730587,6,6-way Junction,3,0.13,0.73,0.78,0.66,"295, 1279, 130","59995108, 5782075942, 36672372"
295,59995108,59995108,-3.54127,50.730818,2,Through,1,0.52,0.56,0.35,0.47,294,59995104
296,59995111,59995111,-3.53506,50.729873,6,6-way Junction,3,0.77,0.95,0.71,0.65,"297, 433, 271","59995112, 206126126, 59817376"
297,59995112,59995112,-3.535066,50.730114,2,Through,1,0.22,0.5,0.8,0,296,59995111
298,59995139,59995139,-3.5353,50.727519,4,4-way Junction,2,0.62,0.38,0.92,0.29,"431, 1322","206126124, 10608440355"
299,59995178,59995178,-3.535926,50.727897,2,Through,1,0.09,0.16,0.2,0.59,431,206126124
300,59995264,59995264,-3.535071,50.727002,6,6-way Junction,3,0.05,0.79,0.43,0.78,"76, 1318, 301","34919225, 10608440344, 59995270"
301,59995270,59995270,-3.532417,50.727163,2,Through,1,0.53,0.73,0.18,0.69,300,59995264
302,59995394,59995394,-3.533257,50.729996,6,6-way Junction,3,0.54,0.38,0.98,0.1,"303, 1103, 1169","59995397, 1677444861, 2273129602"
303,59995397,59995397,-3.532955,50.729077,6,6-way Junction,3,0.64,0.03,0.88,0.75,"302, 444, 433","59995394, 208476491, 206126126"
304,59995454,59995454,-3.540165,50.727218,2,Through,1,0.73,0.84,0.57,0,436,206179641
305,59995470,59995470,-3.536844,50.727891,6,6-way Junction,3,0.98,0.01,0.79,0.64,"91, 45, 925","34920940, 30792307, 360912769"
306,59995633,59995633,-3.536683,50.727218,4,4-way Junction,2,0.52,0.7,0.54,0.84,"908, 821","316260348, 280512229"
307,59995945,59995945,-3.540864,50.729324,5,5-way Junction,2,0.32,0.97,0.67,0.07,"1279, 982","5782075942, 512682917"
308,59996025,59996025,-3.527361,50.727218,3,3-way Junction,2,0.8,0.44,0.08,0.59,"272, 217","59817390, 41438275"
309,59996188,59996188,-3.52689,50.728573,2,Through,1,0.27,0.23,0.73,0,310,59996190
310,59996190,59996190,-3.527914,50.728498,4,4-way Junction,2,0.44,0.7,0.15,0.33,"311, 309","59996364, 59996188"
311,59996364,59996364,-3.527788,50.728277,4,4-way Junction,2,0.08,0.82,0.86,0.42,"1017, 312","760487643, 59996411"
312,59996411,59996411,-3.527503,50.72774,3,3-way Junction,1,0.03,0.55,0.79,0.5,272,59817390
313,59996729,59996729,-3.524932,50.728741,5,5-way Junction,3,0.96,0.97,0.76,0.72,"315, 119, 314","59996788, 36670547, 59996735"
314,59996735,59996735,-3.526426,50.728419,5,5-way Junction,2,0.84,0.05,0,0.54,"119, 273","36670547, 59817392"
315,59996788,59996788,-3.524433,50.728496,6,6-way Junction,3,0.7,0.5,0.3,0.35,"911, 313, 316","318323627, 59996729, 59996789"
316,59996789,59996789,-3.525306,50.728161,2,Through,1,0.41,0.72,0.28,0.72,315,59996788
317,59996816,59996816,-3.526946,50.727273,6,6-way Junction,3,0.17,0.86,0.4,0.89,"217, 273, 318","41438275, 59817392, 59996817"
318,59996817,59996817,-3.526411,50.727173,2,Through,1,0.16,0.18,0.06,0,317,59996816
319,59996823,59996823,-3.526545,50.726978,2,Through,1,0.25,0.8,0.97,0.85,1060,1479619192
320,60457246,60457246,-3.531714,50.713701,8,Complex,4,0.55,0.55,0.56,0,"1255, 283, 475, 469","4458461646, 59993629, 208508417, 208507544"
321,60457288,60457288,-3.526861,50.711627,6,6-way Junction,3,0.71,0.4,0.3,0.68,"1156, 284, 283","2128158899, 59993721, 59993629"
322,62142185,62142185,-3.530489,50.724649,2,Through,1,0.66,0.13,0.36,0.14,211,41436223
323,62150942,62150942,-3.518424,50.727669,6,6-way Junction,3,0.28,0.87,0.48,0.05,"142, 141, 326","38503761, 38503758, 62151898"
324,62151581,62151581,-3.520237,50.729496,6,6-way Junction,3,0.95,0.16,0.57,0.24,"366, 1111, 938","84914801, 1787924039, 388337702"
325,62151897,62151897,-3.519791,50.728788,2,Through,1,0.74,0.31,0.5,0.48,326,62151898
326,62151898,62151898,-3.519572,50.728884,6,6-way Junction,3,0.55,0.29,0.9,0.21,"325, 323, 1128","62151897, 62150942, 2055156416"
327,62152736,62152736,-3.518807,50.729404,6,6-way Junction,3,0.61,0.87,0.53,0,"328, 338, 337","62152743, 62156743, 62156161"
328,62152743,62152743,-3.517914,50.72886,2,Through,1,0.42,0.67,1,0.44,327,62152736
329,62153691,62153691,-3.520144,50.727149,2,Through,1,0.25,0.8,0.88,0.78,331,62154036
330,62153692,62153692,-3.520768,50.726719,2,Through,1,0.36,0.25,0.18,0.31,333,62154496
331,62154036,62154036,-3.519576,50.727528,6,6-way Junction,3,0.76,0.62,0.94,0.01,"329, 141, 1032","62153691, 38503758, 1011303935"
332,62154257,62154257,-3.518924,50.726379,8,Complex,4,0.01,0.57,0.12,0.43,"333, 448, 939, 1190","62154496, 208486387, 388337715, 2758212853"
333,62154496,62154496,-3.519603,50.726723,6,6-way Junction,3,0.12,0.83,0.85,0,"334, 332, 330","62154497, 62154257, 62153692"
334,62154497,62154497,-3.520708,50.72592,6,6-way Junction,3,0.05,0.91,0.42,0.78,"333, 972, 1107","62154496, 497695502, 1774955035"
335,62154868,62154868,-3.521195,50.726509,6,6-way Junction,3,0.04,0.01,0.83,0.73,"139, 69, 420","38503742, 34918675, 174022414"
336,62155124,62155124,-3.518819,50.727443,2,Through,1,0.86,0.67,0.89,0.37,939,388337715
337,62156161,62156161,-3.519055,50.729332,4,4-way Junction,2,0.7,0.05,0.76,0.17,"220, 327","41440871, 62152736"
338,62156743,62156743,-3.516975,50.729646,6,6-way Junction,3,0.47,0.55,0.79,0.65,"1021, 1095, 327","825043358, 1659172424, 62152736"
339,62156752,62156752,-3.513637,50.728946,6,6-way Junction,3,0.1,0.29,0.28,0.51,"259, 579, 1095","59742170, 254170222, 1659172424"
340,62158493,62158493,-3.513389,50.72837,5,5-way Junction,2,0.49,0.31,0.06,0.74,"579, 451","254170222, 208493285"
341,62158690,62158690,-3.515652,50.728319,2,Through,1,0.47,0.35,0.39,0.52,342,62158693
342,62158693,62158693,-3.515932,50.727539,5,5-way Junction,3,0.17,0.62,0.19,0.74,"142, 341, 340","38503761, 62158690, 62158493"
343,62161309,62161309,-3.518954,50.716805,6,6-way Junction,3,0.43,0.33,0.68,0.46,"167, 164, 168","41415279, 41413555, 41415776"
344,62162037,62162037,-3.510228,50.714819,6,6-way Junction,3,0.4,0.73,0.37,0.32,"116, 623, 346","36667231, 259572754, 62162128"
345,62162115,62162115,-3.51491,50.714583,2,Through,1,0.62,0.4,0.97,0.77,1188,2539745824
346,62162128,62162128,-3.511114,50.714555,6,6-way Junction,3,0.64,0.07,0.6,0.38,"628, 344, 1204","259572762, 62162037, 3071783687"
347,64669881,64669881,-3.518943,50.714115,6,6-way Junction,3,0.05,0.78,0.85,0.52,"348, 144, 1194","64669883, 40915463, 2974226571"
348,64669883,64669883,-3.520112,50.712654,2,Through,1,0.37,0.29,0.11,0.15,347,64669881
349,64670076,64670076,-3.52288,50.713936,6,6-way Junction,3,0.63,0.43,0.86,0.45,"350, 149, 1003","64670077, 40916617, 702199422"
350,64670077,64670077,-3.522441,50.713799,6,6-way Junction,3,0.5,0.69,0.94,0.4,"1193, 349, 1192","2932798831, 64670076, 2932798829"
351,64670186,64670186,-3.524109,50.714977,6,6-way Junction,3,0.86,0.33,0.47,0.01,"149, 1009, 1006","40916617, 715865908, 715864633"
352,64672647,64672647,-3.513953,50.711239,6,6-way Junction,3,0.66,0.06,0.56,0,"414, 0, 614","165966403, 21288399, 259572571"
353,64672648,64672648,-3.51629,50.709239,2,Through,1,0.16,0.37,0.75,0.5,415,165966405
354,84906282,84906282,-3.511816,50.731044,6,6-way Junction,3,0.07,0.94,0.22,0.74,"425, 837, 906","193711406, 286501531, 313899514"
355,84906620,84906620,-3.515031,50.732275,6,6-way Junction,3,0.64,0.64,0.52,0.38,"525, 453, 881","215252490, 208494703, 292717606"
356,84907401,84907401,-3.518125,50.731976,6,6-way Junction,3,0.03,0.67,0.42,0.18,"357, 570, 522","84907402, 248528488, 215248678"
357,84907402,84907402,-3.518174,50.731983,6,6-way Junction,3,0.59,0.63,0.16,0.56,"569, 356, 539","244314415, 84907401, 215290249"
358,84907846,84907846,-3.513572,50.730882,4,4-way Junction,2,0.94,0.2,0.34,0,"425, 359","193711406, 84908009"
359,84908009,84908009,-3.514556,50.731339,7,Complex,3,0.58,0.42,0.06,0.35,"526, 867, 453","215252491, 288336432, 208494703"
360,84910160,84910160,-3.525631,50.730967,6,6-way Junction,3,0.39,0.75,0.05,0.1,"368, 995, 361","84917846, 641593300, 84911462"
361,84911462,84911462,-3.525584,50.731262,6,6-way Junction,3,0.64,0.1,0.1,0.07,"656, 362, 360","260756494, 84911795, 84910160"
362,84911795,84911795,-3.524698,50.731206,4,4-way Junction,2,0.46,0.28,0.94,0.04,"361, 363","84911462, 84911803"
363,84911803,84911803,-3.523458,50.731309,4,4-way Junction,2,0.55,0.28,0.53,0.25,"1175, 362","2306360492, 84911795"
364,84914575,84914575,-3.523794,50.728176,6,6-way Junction,3,0.94,0.43,0.96,0,"1166, 120, 365","2268591156, 36670551, 84914580"
365,84914580,84914580,-3.521615,50.73017,6,6-way Junction,3,0.39,0.98,0.48,0.3,"367, 366, 364","84916495, 84914801, 84914575"
366,84914801,84914801,-3.520748,50.729761,6,6-way Junction,3,0.96,0.07,0.27,0.34,"324, 365, 1294","62151581, 84914580, 6905827307"
367,84916495,84916495,-3.522428,50.730496,6,6-way Junction,3,0.91,0.52,0.51,0.3,"365, 944, 1175","84914580, 431231593, 2306360492"
368,84917846,84917846,-3.525672,50.730721,6,6-way Junction,3,0.2,0.18,0.41,0.31,"360, 369, 121","84910160, 84917847, 36670775"
369,84917847,84917847,-3.52433,50.730469,2,Through,1,0.07,0.97,0.15,0.82,368,84917846
370,90471259,90471259,-3.536826,50.72137,2,Through,1,0.1,0.11,0.6,0.07,371,90471260
371,90471260,90471260,-3.536441,50.721256,5,5-way Junction,2,0.02,0.4,0.21,0.48,"90, 370","34920915, 90471259"
372,90475710,90475710,-3.5345,50.721077,6,6-way Junction,3,0.09,0.74,0.64,0,"196, 421, 87","41429043, 175245404, 34920011"
373,90478417,90478417,-3.536848,50.720445,2,Through,1,0.68,0.7,0.67,0,1058,1446550850
374,90484506,90484506,-3.538855,50.720541,6,6-way Junction,3,0.07,0.42,0.14,0.55,"73, 72, 1153","34918955, 34918951, 2118442644"
375,90484510,90484510,-3.536876,50.719646,6,6-way Junction,3,0.32,0.35,0.05,0.51,"24, 376, 1210","21761497, 90484739, 3088088423"
376,90484739,90484739,-3.53712,50.719933,6,6-way Junction,3,0.84,0.4,0.77,0.67,"375, 1153, 1127","90484510, 2118442644, 2030075734"
377,90488302,90488302,-3.532207,50.719269,5,5-way Junction,3,0.02,0.26,0.44,0.51,"26, 382, 1001","21761502, 90492442, 700830373"
378,90489779,90489779,-3.535676,50.718911,3,3-way Junction,2,0.81,0.21,0.03,0.83,"930, 990","364849247, 638973475"
379,90489785,90489785,-3.5328,50.718694,6,6-way Junction,3,0.28,0.48,0.99,0,"1031, 1266, 382","992681036, 4622286163, 90492442"
380,90491328,90491328,-3.534031,50.719188,2,Through,1,0.12,0.27,0.03,0.07,1265,4622286161
381,90491332,90491332,-3.533599,50.719134,2,Through,1,0.7,0.29,0.67,0,1265,4622286161
382,90492442,90492442,-3.531368,50.718728,5,5-way Junction,2,0.63,0.66,1,0,"1180, 379","2395421896, 90489785"
383,90499192,90499192,-3.530131,50.719384,2,Through,1,0.88,0.97,0.29,0.39,389,90510022
384,90501819,90501819,-3.529044,50.719358,2,Through,1,0.74,0.6,0.15,0.52,387,90505037
385,90503343,90503343,-3.529799,50.718795,5,5-way Junction,3,0.8,0.08,0.08,0,"893, 386, 1259","299464713, 90503354, 4541081145"
386,90503354,90503354,-3.527689,50.717514,4,4-way Junction,2,0.28,0.08,0.26,0.87,"172, 392","41418284, 90517695"
387,90505037,90505037,-3.529088,50.719321,6,6-way Junction,3,0.18,0.95,0.15,0.81,"384, 389, 388","90501819, 90510022, 90505039"
388,90505039,90505039,-3.52871,50.719132,2,Through,1,0.75,0.3,0.67,0.11,387,90505037
389,90510022,90510022,-3.529216,50.719258,6,6-way Junction,3,0.81,0.09,0.02,0,"894, 383, 387","299464740, 90499192, 90505037"
390,90516236,90516236,-3.527033,50.71848,6,6-way Junction,3,0.99,0.6,0.52,0,"391, 177, 157","90516239, 41422003, 41411783"
391,90516239,90516239,-3.527298,50.718354,4,4-way Junction,2,0.41,0.62,1,0,"390, 894","90516236, 299464740"
392,90517695,90517695,-3.52755,50.718061,3,3-way Junction,1,0.37,0.65,0.83,0,391,90516239
393,100042398,100042398,-3.528314,50.719435,3,3-way Junction,1,0.78,0.27,0.59,0.34,394,100042399
394,100042399,100042399,-3.528163,50.71921,4,4-way Junction,2,0.34,0.02,0.26,0.16,"996, 177","671767014, 41422003"
395,100185815,100185815,-3.525991,50.718827,2,Through,1,0.93,0.97,0.67,0.16,157,41411783
396,106201157,106201157,-3.526296,50.723125,6,6-way Junction,3,0.86,0.25,0.5,0.81,"127, 126, 154","36671524, 36671159, 40926521"
397,106201167,106201167,-3.538932,50.72259,2,Through,1,0.43,0.68,0.44,0.58,86,34919992
398,106201170,106201170,-3.537705,50.725482,6,6-way Junction,3,0.75,0.71,0.15,0.82,"82, 1059, 83","34919828, 1446560811, 34919887"
399,106201196,106201196,-3.521955,50.717426,6,6-way Junction,3,0.75,0.61,0.9,0,"151, 153, 152","40923289, 40924480, 40924477"
400,106201204,106201204,-3.521784,50.714011,6,6-way Junction,3,0.1,0.31,0.43,0.32,"147, 149, 150","40915883, 40916617, 40916625"
401,106201208,106201208,-3.522134,50.713351,2,Through,1,0.9,0.27,0.17,0.4,147,40915883
402,106201210,106201210,-3.528022,50.71975,3,3-way Junction,2,0.51,0.6,0.38,0,"393, 403","100042398, 106201212"
403,106201212,106201212,-3.528451,50.719673,4,4-way Junction,2,0.83,0.87,0.45,0,"393, 1047","100042398, 1446477085"
404,106201216,106201216,-3.527246,50.721486,4,4-way Junction,2,0.32,0.95,0.87,0.54,"1054, 788","1446519454, 276915154"
405,149521149,149521149,-3.539633,50.718638,6,6-way Junction,3,0.9,0.11,0.69,0.43,"712, 40, 42","265326722, 26448782, 26448849"
406,151021870,151021870,-3.542883,50.731388,4,4-way Junction,2,0.39,0.15,0.73,0.28,"131, 130","36672373, 36672372"
407,151023296,151023296,-3.529678,50.720126,4,4-way Junction,2,0.01,0.94,0.06,0.49,"919, 1051","343134881, 1446477276"
408,151023425,151023425,-3.52746,50.72021,3,3-way Junction,2,0.91,0.74,0.44,0.24,"228, 229","43747431, 43752488"
409,151024776,151024776,-3.529044,50.719667,4,4-way Junction,2,0.09,0.88,0.52,0,"1049, 410","1446477190, 151024777"
410,151024777,151024777,-3.529649,50.719704,3,3-way Junction,1,0.32,0.2,0,0.29,1044,1295844640
411,151026182,151026182,-3.510747,50.715618,6,6-way Junction,3,0.95,0.59,0.27,0.01,"412, 1135, 116","151026183, 2069699160, 36667231"
412,151026183,151026183,-3.510908,50.715681,6,6-way Junction,3,0.95,0.7,0.78,0,"411, 1168, 952","151026182, 2272001239, 451848665"
413,151026184,151026184,-3.510964,50.721738,8,Complex,4,0.57,0.68,0.16,0.86,"914, 1, 95, 958","332084767, 21288403, 36664794, 469986486"
414,165966403,165966403,-3.514751,50.71065,6,6-way Junction,3,0.63,0.41,0.53,0.45,"415, 416, 352","165966405, 165967159, 64672647"
415,165966405,165966405,-3.515989,50.709547,6,6-way Junction,3,0.45,0.02,0.17,0.64,"353, 414, 416","64672648, 165966403, 165967159"
416,165967159,165967159,-3.516863,50.710038,6,6-way Junction,3,0.29,0.58,0.02,0.27,"414, 417, 415","165966403, 165985418, 165966405"
417,165985418,165985418,-3.518864,50.711883,6,6-way Junction,3,0.33,0.25,0.22,0.32,"418, 1028, 416","165985792, 940184762, 165967159"
418,165985792,165985792,-3.518117,50.712407,8,Complex,4,0.67,0.45,0.97,0.04,"417, 660, 661, 1194","165985418, 261636811, 261636813, 2974226571"
